crypto_resid,crytpo_losses
-0.00027468000778365834,0.00027468000778365834
-0.0003571128789664517,0.0003571128789664517
0.00031532070068531154,-0.00031532070068531154
-0.00021271933277472026,0.00021271933277472026
-4.6686098851234686e-05,4.6686098851234686e-05
-0.00015487339102771366,0.00015487339102771366
-0.00011894419922221429,0.00011894419922221429
-0.0008052766431535445,0.0008052766431535445
-0.0003078343137457823,0.0003078343137457823
0.000612617561091533,-0.000612617561091533
0.0003182381169878316,-0.0003182381169878316
0.001288986090967092,-0.001288986090967092
-0.0005278065721108314,0.0005278065721108314
0.00019579560186001535,-0.00019579560186001535
-0.00031211046471221987,0.00031211046471221987
0.0007884434412065064,-0.0007884434412065064
-0.001006555064301381,0.001006555064301381
-0.0004906343443209448,0.0004906343443209448
0.0002029460316370815,-0.0002029460316370815
-0.0011055546511811527,0.0011055546511811527
0.00010504347413981352,-0.00010504347413981352
0.0002760070945608945,-0.0002760070945608945
-0.0011547391800482657,0.0011547391800482657
-0.000592672260051465,0.000592672260051465
8.991221754489311e-05,-8.991221754489311e-05
-0.00014338148329516608,0.00014338148329516608
-0.0011266187576323384,0.0011266187576323384
0.00025391399161991566,-0.00025391399161991566
0.0023056999028535073,-0.0023056999028535073
-0.0012806507666215277,0.0012806507666215277
0.00045766268085337407,-0.00045766268085337407
-0.00033507860708689144,0.00033507860708689144
0.0008340079965554673,-0.0008340079965554673
0.0014765757173229252,-0.0014765757173229252
-0.0010285897849675704,0.0010285897849675704
-0.000483970308997659,0.000483970308997659
-0.00012955592539003354,0.00012955592539003354
0.0010368536807066208,-0.0010368536807066208
-0.0002169591453357381,0.0002169591453357381
-0.0008579740183951419,0.0008579740183951419
0.0006345900568668609,-0.0006345900568668609
-5.7605244263903485e-05,5.7605244263903485e-05
-0.0004223558964074692,0.0004223558964074692
0.00013442116765568355,-0.00013442116765568355
-0.0009123519193183183,0.0009123519193183183
0.00016740600252247186,-0.00016740600252247186
-0.0002085157112152038,0.0002085157112152038
0.0002196812859025432,-0.0002196812859025432
-1.9879003804959017e-05,1.9879003804959017e-05
-2.8980928645229166e-05,2.8980928645229166e-05
-0.00044132727901803425,0.00044132727901803425
-0.0003548566544014672,0.0003548566544014672
-0.000577308064196055,0.000577308064196055
1.914397102356844e-05,-1.914397102356844e-05
0.0001134312611476836,-0.0001134312611476836
3.424178909198579e-05,-3.424178909198579e-05
-0.0007430604775447789,0.0007430604775447789
